experiment_name,dataset,target_family,seed,hp_model__max_depth,hp_model__n_estimators,hp_threshold_objective,hp_threshold_max_fpr_constraint,threshold_used,n_positive_predictions,n_test_total,f1_botnet,precision_botnet,recall_botnet,auroc,pr_auc,false_positive_rate
lobo_full_features_Neris,CTU-13,Neris,42,200,6,0.1,0.9343498349189758,0.9343498349189758,306,78126,0.0171,0.7941,0.0086,0.8736,0.7376,0.0013
lobo_full_features_Rbot,CTU-13,Rbot,42,200,6,0.1,0.940241277217865,0.940241277217865,53,52556,0.0008,0.0189,0.0004,0.9779,0.6725,0.001
lobo_full_features_Virut,CTU-13,Virut,42,200,6,0.1,0.9499063491821289,0.9499063491821289,68,50749,0.0245,0.1471,0.0134,0.931,0.2714,0.0012
lobo_full_features_Menti,CTU-13,Menti,42,200,6,0.1,0.946412980556488,0.946412980556488,58,50230,0.0,0.0,0.0,0.9313,0.0394,0.0012
mitigation_pruning_Rbot,CTU-13,Rbot,46,inf,0,52556,0.0,0.0,0.0,0.0903,0.0416,0.0
mitigation_robust_Rbot,CTU-13,Rbot,46,0.9420526623725891,57,52556,0.0008,0.0175,0.0004,0.9737,0.6387,0.0011
tuning_stats_CTU-13_RandomForest,CTU-13,,46,0.1,200,0.9088138802488538,2293,154308,0.5039,0.9477,0.3432,0.9883,0.8558,0.0008
tuning_stats_CTU-13_XGBoost,CTU-13,,46,0.1,200,0.9545697569847107,2939,154308,0.6081,0.9592,0.4452,0.9929,0.8905,0.0008
tuning_stats_cic-ids2017_RandomForest,CIC-IDS2017,,46,0.1,200,0.6181699279626148,407,38183,0.9674,0.9484,0.9872,1.0,0.9979,0.0006
tuning_stats_cic-ids2017_XGBoost,CIC-IDS2017,,46,0.1,200,0.4364034831523895,417,38183,0.9678,0.9376,1.0,1.0,0.9985,0.0007
tuning_stats_cse-cic-ids2018_RandomForest,CSE-CIC-IDS2018,,46,0.1,200,0.45,57319,208905,0.999,0.9983,0.9997,1.0,0.9999,0.0007
tuning_stats_cse-cic-ids2018_XGBoost,CSE-CIC-IDS2018,,46,0.1,200,0.02558966726064682,57351,208905,0.999,0.998,1.0,1.0,1.0,0.0008
lobo_full_features_Neris,CTU-13,Neris,42,200,6,0.1,0.9343498349189758,0.9343498349189758,306,78126,0.0171,0.7941,0.0086,0.8736,0.7376,0.0013
lobo_full_features_Rbot,CTU-13,Rbot,42,200,6,0.1,0.940241277217865,0.940241277217865,53,52556,0.0008,0.0189,0.0004,0.9779,0.6725,0.001
lobo_full_features_Virut,CTU-13,Virut,42,200,6,0.1,0.9499063491821289,0.9499063491821289,68,50749,0.0245,0.1471,0.0134,0.931,0.2714,0.0012
lobo_full_features_Menti,CTU-13,Menti,42,200,6,0.1,0.946412980556488,0.946412980556488,58,50230,0.0,0.0,0.0,0.9313,0.0394,0.0012
mitigation_pruning_Rbot,CTU-13,Rbot,46,inf,0,52556,0.0,0.0,0.0,0.0903,0.0416,0.0
mitigation_robust_Rbot,CTU-13,Rbot,46,0.9420526623725891,57,52556,0.0008,0.0175,0.0004,0.9737,0.6387,0.0011
mitigation_pruning_Rbot,CTU-13,Rbot,46,0.30600202083587646,348,52556,0.0021,0.0086,0.0012,0.0903,0.0416,0.0069
mitigation_robust_Rbot,CTU-13,Rbot,46,0.9420526623725891,57,52556,0.0008,0.0175,0.0004,0.9737,0.6387,0.0011
baseline_cse2018_RandomForest,CSE-CIC-IDS2018,,42,,100,0.3999838556704953,57325,208905,0.999,0.9983,0.9998,1.0,1.0,0.0007
baseline_cse2018_XGBoost,CSE-CIC-IDS2018,,42,0.1,3,200,0.08975800126791,57352,208905,0.999,0.998,1.0,1.0,1.0,0.0008
baseline_cse2018_SVM,CSE-CIC-IDS2018,,42,10.0,rbf,0.9999999999995043,1,10000,0.0,0.0,0.0,0.9964,0.9712,0.0001
cross_dataset_17_to_18,CIC-IDS2017 -> CSE-CIC-IDS2018,,42,200,6,0.1,0.7143111824989319,0.7143111824989319,2760,1044525,0.0002,0.0094,0.0001,0.9466,0.8299,0.0036
baseline_cse2018_RandomForest,CSE-CIC-IDS2018,,42,,100,0.3999838556704953,57325,208905,0.999,0.9983,0.9998,1.0,1.0,0.0007
baseline_cse2018_XGBoost,CSE-CIC-IDS2018,,42,0.1,3,200,0.08975800126791,57352,208905,0.999,0.998,1.0,1.0,1.0,0.0008
baseline_cse2018_SVM,CSE-CIC-IDS2018,,42,10.0,rbf,inf,0,10000,0.0,0.0,0.0,0.9964,0.9712,0.0
mitigation_pruning_Virut,CTU-13,Virut,46,inf,0,50749,0.0,0.0,0.0,0.476,0.0582,0.0
mitigation_robust_Virut,CTU-13,Virut,46,0.9533284902572632,61,50749,0.0296,0.1967,0.016,0.9196,0.2729,0.001
lobo_full_features_Neris,CTU-13,Neris,46,200,6,0.1,0.9692016839981079,0.9692016839981079,288,78126,0.0168,0.8299,0.0085,0.8754,0.7472,0.001
lobo_full_features_Rbot,CTU-13,Rbot,46,200,6,0.1,0.94184410572052,0.94184410572052,51,52556,0.0008,0.0196,0.0004,0.9761,0.6591,0.001
lobo_full_features_Virut,CTU-13,Virut,46,200,6,0.1,0.9536283612251282,0.9536283612251282,64,50749,0.0271,0.1719,0.0147,0.9307,0.2724,0.0011
lobo_full_features_Menti,CTU-13,Menti,46,200,6,0.1,0.9495940208435059,0.9495940208435059,49,50230,0.0,0.0,0.0,0.9176,0.0348,0.001
